fire_proba,lon_min,lat_min,lon_max,lat_max,fire_occurred
0.1445757043537109,19.799999999999997,54.4,20.0,54.6,0
0.0114691586454148,19.799999999999997,54.6,20.0,54.800000000000004,0
0.006320462781412,20.0,54.199999999999996,20.200000000000003,54.4,0
0.3280009888826191,20.0,54.4,20.200000000000003,54.6,1
0.015062525653172,20.0,54.6,20.200000000000003,54.800000000000004,0
0.0049474244603033,20.2,54.199999999999996,20.400000000000002,54.4,0
0.7440492328346867,20.2,54.4,20.400000000000002,54.6,0
0.6880907679446865,20.2,54.6,20.400000000000002,54.800000000000004,1
0.0330365123248051,20.4,54.199999999999996,20.6,54.4,0
0.7161021152731357,20.4,54.4,20.6,54.6,1
0.2308590305113844,20.4,54.6,20.6,54.800000000000004,1
0.2607183816183979,20.4,54.8,20.6,55.0,1
0.3850696625863569,20.599999999999998,54.199999999999996,20.8,54.4,0
0.4435315151868886,20.599999999999998,54.4,20.8,54.6,1
0.7113944538850266,20.599999999999998,54.6,20.8,54.800000000000004,1
0.4602776427734798,20.599999999999998,54.8,20.8,55.0,1
0.7551634024186109,20.799999999999997,54.199999999999996,21.0,54.4,1
0.6530409873275161,20.799999999999997,54.4,21.0,54.6,1
0.8891007251794868,20.799999999999997,54.6,21.0,54.800000000000004,1
0.3723795847913095,20.799999999999997,54.8,21.0,55.0,0
0.4619154873652638,21.0,54.199999999999996,21.200000000000003,54.4,0
0.9773420118961694,21.0,54.4,21.200000000000003,54.6,1
0.8396029634963283,21.0,54.6,21.200000000000003,54.800000000000004,1
0.432458056224981,21.0,54.8,21.200000000000003,55.0,0
0.606430509727211,21.2,54.199999999999996,21.400000000000002,54.4,0
0.7363983597458102,21.2,54.4,21.400000000000002,54.6,1
0.3697525874540313,21.2,54.6,21.400000000000002,54.800000000000004,0
0.2413758903140579,21.2,54.8,21.400000000000002,55.0,0
0.326193625485535,21.4,54.199999999999996,21.6,54.4,0
0.8006013284459895,21.4,54.4,21.6,54.6,0
0.6695602337574242,21.4,54.6,21.6,54.800000000000004,1
0.6843828567325894,21.4,54.8,21.6,55.0,0
0.613041054049736,21.599999999999998,54.199999999999996,21.8,54.4,0
0.9361104842737704,21.599999999999998,54.4,21.8,54.6,0
0.8042376074024079,21.599999999999998,54.6,21.8,54.800000000000004,1
0.8550528011400744,21.599999999999998,54.8,21.8,55.0,1
0.5246015574220166,21.799999999999997,54.199999999999996,22.0,54.4,0
0.4747722269627815,21.799999999999997,54.4,22.0,54.6,1
0.6201356719270656,21.799999999999997,54.6,22.0,54.800000000000004,1
0.8573616366406817,21.799999999999997,54.8,22.0,55.0,0
0.5632845778033516,22.0,54.199999999999996,22.200000000000003,54.4,0
0.8671388215724516,22.0,54.4,22.200000000000003,54.6,1
0.783919092836095,22.0,54.6,22.200000000000003,54.800000000000004,1
0.8520843723556389,22.0,54.8,22.200000000000003,55.0,0
0.532462429901942,22.2,54.199999999999996,22.400000000000002,54.4,0
0.9080551165884976,22.2,54.4,22.400000000000002,54.6,0
0.9349426650936762,22.2,54.6,22.400000000000002,54.800000000000004,0
0.9460309482037575,22.2,54.8,22.400000000000002,55.0,1
0.1474270545988605,22.4,54.199999999999996,22.6,54.4,0
0.9444144961055628,22.4,54.4,22.6,54.6,1
0.9909541319988998,22.4,54.6,22.6,54.800000000000004,1
0.0970726281457981,22.599999999999998,54.199999999999996,22.8,54.4,0
0.961244998836586,22.599999999999998,54.6,22.8,54.800000000000004,1
0.0250342786728748,27.4,57.199999999999996,27.6,57.4,0
0.0638685884811002,27.4,57.4,27.6,57.6,0
0.0007405753682315,27.4,58.4,27.6,58.6,0
0.0249478419297463,27.599999999999998,57.199999999999996,27.8,57.4,0
0.0279412389903349,27.599999999999998,57.4,27.8,57.6,0
0.0989288574274431,27.599999999999998,57.8,27.8,58.0,0
0.0158166611663646,27.599999999999998,58.0,27.8,58.2,0
0.0214848495255969,27.599999999999998,58.199999999999996,27.8,58.4,0
0.0043683335805613,27.599999999999998,58.4,27.8,58.6,0
0.001653138868791,27.599999999999998,58.6,27.8,58.800000000000004,0
0.062442963301628,27.799999999999997,56.6,28.0,56.800000000000004,0
0.6992821670610148,27.799999999999997,56.8,28.0,57.0,0
0.2847004384130735,27.799999999999997,57.0,28.0,57.2,1
0.2123845757060691,27.799999999999997,57.199999999999996,28.0,57.4,1
0.5435636291938651,27.799999999999997,57.4,28.0,57.6,0
0.265969657508684,27.799999999999997,57.6,28.0,57.800000000000004,0
0.0504450848872875,27.799999999999997,57.8,28.0,58.0,1
0.0122754796135126,27.799999999999997,58.0,28.0,58.2,0
0.0366972863514648,27.799999999999997,58.199999999999996,28.0,58.4,0
0.0113407504368659,27.799999999999997,58.4,28.0,58.6,0
0.0868987318664396,27.799999999999997,58.6,28.0,58.800000000000004,1
0.1394276316828813,27.799999999999997,58.8,28.0,59.0,0
0.0079319007327712,28.0,56.199999999999996,28.200000000000003,56.4,0
0.019326711132494,28.0,56.4,28.200000000000003,56.6,0
0.0847198264530457,28.0,56.6,28.200000000000003,56.800000000000004,0
0.0719696030471003,28.0,56.8,28.200000000000003,57.0,0
0.1500966531885498,28.0,57.0,28.200000000000003,57.2,0
0.4104778275177929,28.0,57.199999999999996,28.200000000000003,57.4,1
0.1006227005730647,28.0,57.4,28.200000000000003,57.6,0
0.4709402250867072,28.0,57.6,28.200000000000003,57.800000000000004,0
0.1904962021523797,28.0,57.8,28.200000000000003,58.0,0
